Alkon hinnasto 20.4.2016Huom.! Hinnastojärjestyskoodilla saat tuoteryhmät takaisin hinnaston järjestykseen.

Numero	Nimi	Valmistaja	Pullokoko	Hinta	Litrahinta	Uutuus	Hinnastojärjestyskoodi	Tyyppi	Erityisryhmä	Oluttyyppi	Valmistusmaa	Alue	Vuosikerta	Etikettimerkintöjä	Huomautus	Rypäleet	Luonnehdinta	Pakkaustyyppi	Suljentatyyppi	Alkoholi-%	Hapot g/l	Sokeri g/l	Kantavierrep-%	Väri EBC	Katkerot EBU	Energia kcal/100 ml	Valikoima
514547	Castello della Sala Bramìto Chardonnay 2014	Castello della Sala, IGT Umbria	0,75	19,90	26,40		130	valkoviinit			Italia	Umbria	2014	Castello della Sala, IGT Umbria		Chardonnay	Kuiva , hapokas, kypsän sitruksinen, keltaluumuinen, hunajameloninen, mausteinen, kevyen mineraalinen, tamminen, vivahteikas	pullo	luonnonkorkki	12,5	5,9					80	vakiovalikoima
504217	Decugnano dei Barbi Il Bianco 2013	Decugnano dei Barbi, DOC Orvieto Classico Superiore	0,75	19,80	26,27		130	valkoviinit			Italia	Umbria	2013	Decugnano dei Barbi, DOC Orvieto Classico Superiore		Grechetto, Vermentino, Procanico, Sauvignon, Chardonnay .	Kuiva , hapokas, sitruksinen, kevyen keltaluumuinen, mausteinen, mineraalinen, hennon yrttinen, tyylikäs	pullo	luonnonkorkki	13,0	6,4	4				80	vakiovalikoima
008351	Ruffino Orvieto Classico 2015	Ruffino, DOC Orvieto Classico	0,75	8,69	11,45		130	valkoviinit			Italia	Umbria	2015	Ruffino, DOC Orvieto Classico		Procanico, Verdello, Grechetto, Drupeggio, Malvasia	Kuiva , keskihapokas, sitruksinen, viheromenainen, kevyen yrttinen	pullo	metallinen kierrekapseli	12,5	4,4	4				80	vakiovalikoima
501837	Terre di Faiano Grechetto 2015	Orion Wines, IGT Umbria	0,75	9,68	12,77		130	valkoviinit			Italia	Umbria	2015	Orion Wines, IGT Umbria		Grechetto	Kuiva , hapokas, sitruksinen, kevyen päärynäinen, mausteinen	pullo	metallinen kierrekapseli	12,5	6,7	6				80	vakiovalikoima
008242	Anselmi San Vincenzo 2015	Anselmi, IGT Veneto	0,75	11,45	15,13		130	valkoviinit			Italia	Veneto	2015	Anselmi, IGT Veneto		Garganega, Chardonnay, Sauvignon	Puolikuiva , hapokas, sitruksinen, kypsän herukkainen, yrttinen	pullo	metallinen kierrekapseli	12,5	5,9	8				80	vakiovalikoima
008323	Botter Pinot Bianco 2015	Botter Carlo, IGT Veneto	1,50	14,49	9,59		130	valkoviinit			Italia	Veneto	2015	Botter Carlo, IGT Veneto		Pinot Bianco	Puolikuiva , keskihapokas, viheromenainen, sitruksinen, hennon yrttinen	pullo	metallinen kierrekapseli	11,5	5,1	9				80	vakiovalikoima
583237	Botter Pinot Bianco 2015	Botter Carlo, IGT Veneto	0,75	7,75	10,20		130	valkoviinit			Italia	Veneto	2015	Botter Carlo, IGT Veneto		Pinot Bianco	Puolikuiva , keskihapokas, viheromenainen, sitruksinen, hennon yrttinen	pullo	metallinen kierrekapseli	11,5	5,1	9				80	vakiovalikoima
548937	Custoza Terre in Fiore Organic 2015	Cantina di Custoza, DOC Custoza	0,75	9,99	13,19		130	valkoviinit	luomu		Italia	Veneto	2015	Cantina di Custoza, DOC Custoza		Garganega, Cortese, Trebbiano, Tocai	Kuiva , keskihapokas, hedelmäinen, kypsän päärynäinen, hennon yrttinen	pullo	metallinen kierrekapseli	12,5	4,5	5				80	vakiovalikoima
574497	Dal Cero Vigneto Runcata 2012	Dal Cero, DOCG Soave Superiore	0,75	22,80	30,27		130	valkoviinit			Italia	Veneto	2012	Dal Cero, DOCG Soave Superiore		Garganega	Kuiva , hapokas, kypsän sitruksinen, keltaluumuinen, kevyen hunajameloninen, mausteinen, kevyen paahteinen, hennon mantelinen, vivahteikas	pullo	luonnonkorkki	13,0	6,2	6				80	vakiovalikoima
555797	Il Sole Organic Garganella 2015	IT-VR/2649, IGT Garganega delle Venezie	0,75	9,99	13,19		130	valkoviinit	luomu		Italia	Veneto	2015	IT-VR/2649, IGT Garganega delle Venezie		Garganega	Puolikuiva , hapokas, omenainen, kevyen päärynäinen. pirskahteleva	pullo	metallinen kierrekapseli	11,0	5,3	8				70	vakiovalikoima
008485	La Marca Prosecco	La Marca, DOC Prosecco Treviso	0,75	9,99	13,19		130	valkoviinit			Italia	Veneto		La Marca, DOC Prosecco Treviso		Glera	Puolikuiva , keskihapokas, pirskahteleva, kevyen päärynäinen, hennon yrttinen	pullo	luonnonkorkki	10,5	5,2	14				70	vakiovalikoima
008365	Lamberti Pinot Grigio 2014	Lamberti, IGT delle Venezie	0,75	10,60	14,00		130	valkoviinit			Italia	Veneto	2014	Lamberti, IGT delle Venezie		Pinot Grigio	Kuiva , hapokas, sitruksinen, omenainen, kevyen yrttinen	pullo	metallinen kierrekapseli	12,0	5,8	5				80	vakiovalikoima
551254	Mannara Pinot Grigio 2014	Da Giacondi, DOC Venezia	0,38	5,99	15,97		130	valkoviinit			Italia	Veneto	2014	Da Giacondi, DOC Venezia		Pinot Grigio	Kuiva , keskihapokas, sitruksinen, kevyen päärynäinen, mausteinen	pullo	metallinen kierrekapseli	12,0	6,3					80	vakiovalikoima
008224	Masi Modello delle Venezie Bianco 2014	Masi Agricola, IGT Bianco delle Venezie	0,75	9,49	12,52		130	valkoviinit			Italia	Veneto	2014	Masi Agricola, IGT Bianco delle Venezie		Garganega, Pinot Grigio, Pinot Bianco	Kuiva , hapokas, sitruksinen, hennon päärynäinen, mausteinen	pullo	metallinen kierrekapseli	12,0	5,2	5				80	vakiovalikoima
008496	Pasqua Prosecco	Pasqua, DOC Prosecco	0,75	8,98	11,84		130	valkoviinit			Italia	Veneto		Pasqua, DOC Prosecco		Glera	Puolikuiva , hapokas, pirskahteleva, omenainen, kevyen sitruksinen, hennon kukkainen	pullo	metallinen kierrekapseli	10,5	6,0	15				70	vakiovalikoima
571267	Pieropan La Rocca 2013	Pieropan, DOC Soave Classico	0,75	29,80	39,73		130	valkoviinit			Italia	Veneto	2013	Pieropan, DOC Soave Classico		Garganega	Kuiva , hapokas, keltaluumuinen, kypsän sitruksinen, aprikoosinen, mausteinen, mineraalinen, kevyen tamminen, vivahteikas, pitkä	pullo	luonnonkorkki	13,0	5,4	6				80	vakiovalikoima
579007	Pinot Grigio Garda 2015	Cantina di Custoza, DOC Garda	0,75	9,99	13,19		130	valkoviinit			Italia	Veneto	2015	Cantina di Custoza, DOC Garda		Pinot Grigio	Kuiva , keskihapokas, päärynäinen, kevyen sitruksinen, hennon yrttinen	pullo	metallinen kierrekapseli	12,5	5,4	5				80	vakiovalikoima
533097	Sartori Marani Appassimento 2014	Sartori, IGT Bianco Veronese	0,75	12,01	15,88		130	valkoviinit			Italia	Veneto	2014	Sartori, IGT Bianco Veronese		Garganega	Kuiva , hapokas, kypsän keltaluumuinen, kevyen sitruksinen, hennon aprikoosinen, mausteinen	pullo	luonnonkorkki	13,5	5,8	6				90	vakiovalikoima
523157	Si Soave 2014	Invino, DOC Soave	0,75	8,98	11,84		130	valkoviinit			Italia	Veneto	2014	Invino, DOC Soave		Garganega, Trebbiano	Kuiva , keskihapokas, kevyen sitruksinen, omenainen	pullo	metallinen kierrekapseli	12,5	5,8					80	vakiovalikoima
008226	Verduzzo delle Venezie 2014	S. Osvaldo, IGT Verduzzo delle Venezie	0,75	9,99	13,19		130	valkoviinit			Italia	Veneto	2014	S. Osvaldo, IGT Verduzzo delle Venezie		Verduzzo	Puolimakea , keskihapokas, pirskahteleva, hedelmäinen, kypsän sitruksinen, kevyen mausteinen	pullo	metallinen kierrekapseli	10,5	5,9	40				80	vakiovalikoima
588368	Villa Anna Bianco  hanapakkaus	Altia, IGT Veneto	3,00	26,50	8,83		130	valkoviinit			Italia	Veneto		Altia, IGT Veneto		Garganega, Chardonnay, Malvasia, Trebbiano	Kuiva , keskihapokas, päärynäinen, kevyen sitruksinen, mausteinen	hanapakkaus	kartonkipakkaus	11,5	5,8	6				80	vakiovalikoima
004951	Villa Anna Soave 2015	Altia, DOC Soave	0,75	7,18	9,44		130	valkoviinit			Italia	Veneto	2015	Altia, DOC Soave		Garganega, Trebbiano di Soave, Chardonnay	Kuiva , hapokas, sitruksinen, hennon hedelmäinen, kevyen yrttinen	pullo	metallinen kierrekapseli	12,0	5,0	6				70	vakiovalikoima
008234	Zenato Lugana San Benedetto 2015	Zenato, DOC Lugana	0,75	14,97	19,83		130	valkoviinit			Italia	Veneto	2015	Zenato, DOC Lugana		Trebbiano di Lugana	Kuiva , hapokas, kypsän sitruksinen, aprikoosinen, hennon mausteinen	pullo	luonnonkorkki	13,0	5,9	7				80	vakiovalikoima
590387	Zenato Pinot Grigio 2015	Zenato, IGT delle Venezie	0,75	10,98	14,51		130	valkoviinit			Italia	Veneto	2015	Zenato, IGT delle Venezie		Pinot Grigio	Kuiva , hapokas, sitruksinen, kevyen päärynäinen, yrttinen, hennon mausteinen	pullo	luonnonkorkki	12,5	5,5	5				80	vakiovalikoima
008282	Zenato Soave Classico 2014	Zenato, DOC Soave Classico	0,75	10,98	14,51		130	valkoviinit			Italia	Veneto	2014	Zenato, DOC Soave Classico		Garganega, Trebbiano	Kuiva , hapokas, hedelmäinen, kevyen sitruksinen, hennon mausteinen	pullo	luonnonkorkki	12,5	5,6	5				80	vakiovalikoima
505247	Meinklang Grüner Veltliner 2015	Michlits W., Qualitätswein Burgenland	0,75	10,98	14,51		130	valkoviinit	luomu, biodynaaminen		Itävalta	Burgenland	2015	Michlits W., Qualitätswein Burgenland	Saattaa sisältää viinikiveä	Grüner Veltliner	Kuiva , hapokas, sitruksinen, viheromenainen, kevyen aprikoosinen, hennon yrttinen, viherpippurinen	pullo	metallinen kierrekapseli	11,0	5,0					70	vakiovalikoima
553427	Mayer Wiener Gemischter Satz 2015	Mayer am Pfarrplatz, Qualitätswein Wien	0,75	14,95	19,80		130	valkoviinit			Itävalta	Muut	2015	Mayer am Pfarrplatz, Qualitätswein Wien		Grüner Veltliner, Riesling, Zierfandler, Rotgipfler	Kuiva , hapokas, kypsän sitruksinen, päärynäinen, kevyen mineraalinen, yrttinen	pullo	metallinen kierrekapseli	12,5	6,3					80	vakiovalikoima
511807	Tement Welschriesling Klassik 2014	Tement, Qualitätswein Südsteiermark	0,75	13,50	17,87		130	valkoviinit			Itävalta	Muut	2014	Tement, Qualitätswein Südsteiermark		Welschriesling	Kuiva , erittäin hapokas, viheromenainen, limettinen, kevyen päärynäinen, hennon yrttinen, mineraalinen	pullo	metallinen kierrekapseli	11,0	6,2					70	vakiovalikoima
515937	Wohlmuth Gola Pinot Blanc 2013	Weingut Wohlmuth, Qualitätswein Südsteiermark	0,75	19,90	26,53		130	valkoviinit			Itävalta	Muut	2013	Weingut Wohlmuth, Qualitätswein Südsteiermark		Pinot Blanc	Kuiva , hapokas, kypsän sitruksinen, keltaluumuinen, viheromenainen, mineraalinen, vivahteikas	pullo	metallinen kierrekapseli	13,0	6,3					80	vakiovalikoima
555927	Wohlmuth Sauvignon Blanc Klassik 2012	Wohlmuth, Qualitätswein Südsteiermark	0,75	19,73	26,31		130	valkoviinit			Itävalta	Muut	2012	Wohlmuth, Qualitätswein Südsteiermark		Sauvignon Blanc	Kuiva , hapokas, sitruksinen, herukkainen, yrttinen, mineraalinen, hennon mausteinen	pullo	metallinen kierrekapseli	12,5	6,4					80	vakiovalikoima
577837	Biohof Pratsch Grüner Veltliner 2015	Stefan Pratsch, DAC Weinviertel	0,75	14,99	19,85		130	valkoviinit	luomu		Itävalta	Niederösterreich	2015	Stefan Pratsch, DAC Weinviertel		Grüner Veltliner	Kuiva , hapokas, sitruksinen, keltaluumuinen, päärynäinen, kevyen mineraalinen, hennon viherpippurinen	pullo	metallinen kierrekapseli	12,0	5,5					80	vakiovalikoima
513367	Bründlmayer Riesling Steinmassel 2014	Bründlmayer, DAC Kamptal	0,75	21,90	29,07		130	valkoviinit			Itävalta	Niederösterreich	2014	Bründlmayer, DAC Kamptal		Riesling	Kuiva , erittäin hapokas, sitruksinen, karviaismainen, kevyen kukkainen, mineraalinen, hennon mausteinen	pullo	metallinen kierrekapseli	12,5	8,0	6				80	vakiovalikoima
597307	Domäne Wachau Neuburger Federspiel Terrassen 2013	Domäne Wachau, Qualitätswein Wachau	0,75	16,50	21,87		130	valkoviinit			Itävalta	Niederösterreich	2013	Domäne Wachau, Qualitätswein Wachau		Neuburger	Kuiva , hapokas, sitruksinen, päärynäinen, aprikoosinen, kevyen yrttinen, hennon mineraalinen	pullo	metallinen kierrekapseli	12,5	6,5					80	vakiovalikoima
568977	Felsner Lössterrassen Grüner Veltliner 2014	Felsner, Niederösterreich	0,75	13,90	18,40		130	valkoviinit			Itävalta	Niederösterreich	2014	Felsner, Niederösterreich		Grüner Veltliner	Kuiva , hapokas, hedelmäinen, viheromenainen, yrttinen, kevyen mausteinen	pullo	metallinen kierrekapseli	12,5	5,3					80	vakiovalikoima
541597	Jamek Jochinger Berg Riesling Federspiel 2015	Josef Jamek, Qualitätswein Wachau	0,75	16,94	22,45		130	valkoviinit			Itävalta	Niederösterreich	2015	Josef Jamek, Qualitätswein Wachau		Riesling	Kuiva , erittäin hapokas, sitruksinen, kevyen aprikoosinen, hennon kukkainen, yrttinen, mineraalinen	pullo	metallinen kierrekapseli	12,5	7,7	4				80	vakiovalikoima
556557	Josef Dockner Gelber Muskateller Göttweiger Berg 2015	Dockner, Qualitätswein Niederösterreich	0,75	16,03	21,24		130	valkoviinit			Itävalta	Niederösterreich	2015	Dockner, Qualitätswein Niederösterreich		Gelber Muskateller	Kuiva , hapokas, sitruksinen, päärynäinen, kevyen persikkainen, hennon kukkainen, mineraalinen	pullo	metallinen kierrekapseli	12,0	6,9	5				70	vakiovalikoima
571507	Jurtschitsch Platin Riesling 2014	Weingut Jurtschitsch-Sonnhof, DAC Kamptal	0,75	16,90	22,40		130	valkoviinit			Itävalta	Niederösterreich	2014	Weingut Jurtschitsch-Sonnhof, DAC Kamptal		Riesling	Kuiva , erittäin hapokas, sitruksinen, keltaluumuinen, kevyen viherpäärynäinen, mineraalinen, yrttinen	pullo	metallinen kierrekapseli	12,5	7,6	4				80	vakiovalikoima
562037	Leth Duett Riesling & Veltliner 2015	Leth, Qualitätswein Niederösterreich	0,75	10,98	14,51		130	valkoviinit			Itävalta	Niederösterreich	2015	Leth, Qualitätswein Niederösterreich		Riesling, Grüner Veltliner	Kuiva , hapokas, limettinen, viheromenainen, kypsän aprikoosinen, kevyen mineraalinen	pullo	metallinen kierrekapseli	12,5	6,1	4				80	vakiovalikoima
598557	Leth Simply Wow! 2014	Weingut Leth, Qualitätswein Niederösterreich	0,75	13,98	18,51		130	valkoviinit			Itävalta	Niederösterreich	2014	Weingut Leth, Qualitätswein Niederösterreich		Riesling, Grüner Veltliner, Roter Veltliner	Kuiva , hapokas, viheromenainen, päärynäinen, kypsän sitruksinen, mausteinen	pullo	metallinen kierrekapseli	13,0	6,8	7				80	vakiovalikoima
590147	Malat Riesling Kellergärten 2012	Malat, DAC Kremstal	0,75	12,95	17,13		130	valkoviinit			Itävalta	Niederösterreich	2012	Malat, DAC Kremstal		Riesling	Kuiva , hapokas, runsaan sitruksinen, viheromenainen, kevyen keltaluumuinen, mineraalinen, petrolinen, runsas	pullo	metallinen kierrekapseli	12,5	7,0					80	vakiovalikoima
501577	Nigl Sauvignon Blanc 2013	Nigl, Qualitätswein Niederösterreich	0,75	15,89	21,19		130	valkoviinit			Itävalta	Niederösterreich	2013	Nigl, Qualitätswein Niederösterreich		Sauvignon Blanc	Kuiva , hapokas, aprikoosinen, klementiininen, herukanlehtinen, yrttinen, kevyen mineraalinen, vivahteikas	pullo	metallinen kierrekapseli	13,0	7,5					80	vakiovalikoima
599634	Rabl Grüner Veltliner 2015	R. Rabl, DAC Kamptal	0,38	7,37	19,39		130	valkoviinit			Itävalta	Niederösterreich	2015	R. Rabl, DAC Kamptal		Grüner Veltliner	Kuiva , hapokas, kypsän sitruksinen, aprikoosinen, kevyen mausteinen, hennon yrttinen	pullo	metallinen kierrekapseli	12,5	5,9					80	vakiovalikoima
517797	Salomon Undhof Franciscus Grüner Veltliner 2015	Dr. Salomon Wein, DAC Kremstal	0,75	14,90	19,73		130	valkoviinit			Itävalta	Niederösterreich	2015	Dr. Salomon Wein, DAC Kremstal		Grüner Veltliner	Kuiva , hapokas, kypsän sitruksinen, aprikoosinen, mineraalinen, mausteinen	pullo	metallinen kierrekapseli	12,5	5,6					80	vakiovalikoima
513727	Schmelz Pichl Point Grüner Veltliner Smaragd 2012	Schmelz, Qualitätswein Wachau	0,75	24,90	33,20		130	valkoviinit			Itävalta	Niederösterreich	2012	Schmelz, Qualitätswein Wachau		Grüner Veltliner	Kuiva , hapokas, kypsän sitruksinen, keltaluumuinen, kevyen aprikoosinen, hennon viherpippurinen, mineraalinen, pitkä, tyylikäs	pullo	metallinen kierrekapseli	14,5	5,3	5				90	vakiovalikoima
599447	Sepp Moser Grüner Veltliner Gebling 2013	Sepp Moser, DAC Kremstal	0,75	17,32	22,96		130	valkoviinit	luomu, biodynaaminen		Itävalta	Niederösterreich	2013	Sepp Moser, DAC Kremstal		Grüner Veltliner	Kuiva , hapokas, sitruksinen, päärynäinen, kevyen mausteinen, hennon mineraalinen	pullo	metallinen kierrekapseli	13,0	5,7					80	vakiovalikoima
552587	Steininger Reserve Loisiumweingarten Grüner Veltliner 2013	Steininger, DAC Kamptal Reserve	0,75	17,99	23,85		130	valkoviinit			Itävalta	Niederösterreich	2013	Steininger, DAC Kamptal Reserve		Grüner Veltliner	Kuiva , hapokas, kypsän sitruksinen, keltaluumuinen, viheromenainen, kevyen yrttinen, valkopippurinen, mineraalinen, runsas	pullo	metallinen kierrekapseli	13,0	5,4	4				80	vakiovalikoima
521987	Steininger Riesling 2015	Steininger, DAC Kamptal	0,75	13,48	17,84		130	valkoviinit			Itävalta	Niederösterreich	2015	Steininger, DAC Kamptal		Riesling	Kuiva , hapokas, sitruksinen, keltaluumuinen, kevyen herukkainen, mineraalinen, hennon mausteinen	pullo	metallinen kierrekapseli	12,5	6,6					80	vakiovalikoima
526027	Steinschaden Grüner Veltliner Riede Stein 2014	Godfried Steinschaden, Kamptal DAC	0,75	9,96	13,15		130	valkoviinit			Itävalta	Niederösterreich	2014	Godfried Steinschaden, Kamptal DAC		Grüner Veltliner	Kuiva , hapokas, kypsän sitruksinen, päärynäinen, kevyen kukkainen, mausteinen	pullo	metallinen kierrekapseli	12,5	5,5					80	vakiovalikoima
536468	Steinschaden Selektion Grüner Veltliner 2014 hanapakkaus	Bergkellerei Godfried Steinschaden, Qualitätswein Niederösterreich	1,50	20,80	13,87		130	valkoviinit			Itävalta	Niederösterreich	2014	Bergkellerei Godfried Steinschaden, Qualitätswein Niederösterreich		Grüner Veltliner	Kuiva , hapokas, päärynäinen, sitruksinen, kevyen mausteinen	hanapakkaus	muu suljenta	12,5	5,8					80	vakiovalikoima
581437	Henry of Pelham Estate Chardonnay 2013	Henry of Pelham Family Estate Winery, VQA Short Hills Bench	0,75	19,56	25,95		130	valkoviinit			Kanada		2013	Henry of Pelham Family Estate Winery, VQA Short Hills Bench		Chardonnay	Kuiva , hapokas, trooppisen hedelmäinen, kypsän sitruksinen, hennon pähkinäinen, mausteinen, tamminen	pullo	luonnonkorkki	13,5		5				90	vakiovalikoima
566687	Retsina Lafazanis	Lafazanis, Traditional Appellation Retsina	0,75	8,49	11,19		130	valkoviinit			Kreikka			Lafazanis, Traditional Appellation Retsina		Roditis, Savatiano	Kuiva , hapokas, sitruksinen, kevyen päärynäinen, yrttinen, pihkainen	pullo	metallinen kierrekapseli	11,5	4,8					70	vakiovalikoima
008481	Retsina Tsantali	Tsantali, Apellation Traditionnelle	0,75	7,98	10,51		130	valkoviinit			Kreikka			Tsantali, Apellation Traditionnelle			Kuiva , hapokas, hennon hedelmäinen, runsaan pihkainen, kevyen lääkeyrttinen	pullo	metallinen kierrekapseli	11,5	5,0					70	vakiovalikoima
547637	Vourvoukeli Assyrtiko 2013	Ktima Vourvoukeli, PGI Avdira	0,75	10,84	14,32		130	valkoviinit	luomu		Kreikka		2013	Ktima Vourvoukeli, PGI Avdira		Assyrtiko	Kuiva , hapokas, sitruksinen, keltaomenainen, hunajameloninen, kevyen mantelinen, hennon suolaheinäinen	pullo	luonnonkorkki	13,5	5,0					80	vakiovalikoima
542617	Veralda Istarska Malvazija Prestige 2014	Veralda, Hrvatska Istra	0,75	14,76	19,55		130	valkoviinit			Kroatia		2014	Veralda, Hrvatska Istra		Malvazija Istarska	Kuiva , hapokas, kypsän sitruksinen, päärynäinen, hunajameloninen, mausteinen, kevyen yrttinen	pullo	luonnonkorkki	13,0	5,3					80	vakiovalikoima
522847	Château Ksara Blanc de Blancs 2014	Château Ksara, Bekaa Valley	0,75	13,79	18,25		130	valkoviinit			Libanon		2014	Château Ksara, Bekaa Valley		Sauvignon, Chardonnay, Sémillon	Kuiva , hapokas, sitruksinen, viherherukkainen, yrttinen, mausteinen, tamminen	pullo	luonnonkorkki	13,0	5,4					80	vakiovalikoima
550967	Bernard-Massard Auxerrois 2014	Bernard-Massard, Grand Premier Cru Côtes de Grevenmacher	0,75	13,50	17,87		130	valkoviinit			Luxemburg		2014	Bernard-Massard, Grand Premier Cru Côtes de Grevenmacher		Auxerrois	Puolikuiva , hapokas, kypsän sitruksinen, päärynäinen, kevyen keltaluumuinen, hennon yrttinen	pullo	luonnonkorkki	12,5	5,9	10				80	vakiovalikoima
563227	Vinsmoselle Pinot Blanc Côteaux de Schengen 2012	Vinsmoselle, AC Moselle Luxembourgeoise, Grand Premier Cru	0,75	14,79	19,59		130	valkoviinit			Luxemburg		2012	Vinsmoselle, AC Moselle Luxembourgeoise, Grand Premier Cru		Pinot Blanc	Kuiva , hapokas, kypsän sitruksinen, viheromenainen, aprikoosinen, hennon kukkainen, yrttinen	pullo	luonnonkorkki	12,0	6,8	9				80	vakiovalikoima
584387	Château Vartely Sauvignon Blanc 2013	Château Vartely	0,75	12,42	16,43		130	valkoviinit			Moldova		2013	Château Vartely		Sauvignon Blanc	Kuiva , hapokas, sitruksinen, kevyen herukkainen, yrttinen	pullo	metallinen kierrekapseli	13,0	6,2					80	vakiovalikoima
534127	Adega de Pegões Colheita Seleccionada 2014	Cooperativa Agricola Sto. Isidro de Pegões , Vinho Regional Península de Setúbal	0,75	9,49	12,52		130	valkoviinit			Portugali		2014	Cooperativa Agricola Sto. Isidro de Pegões , Vinho Regional Península de Setúbal		Chardonnay, Arinto, Verdelho, Antão Vaz	Kuiva , hapokas, kypsän sitruksinen, päärynäinen, keltaluumuinen, kevyen paahteinen, mausteinen	pullo	metallinen kierrekapseli	13,0	4,6					80	vakiovalikoima
599477	Carm Branco 2013	Carm, DOC Douro	0,75	9,99	13,19		130	valkoviinit			Portugali		2013	Carm, DOC Douro		Rabigato, Codega do Larinho, Viosinho	Kuiva , hapokas, kypsän sitruksinen, hunajameloninen, kevyen herukkainen, yrttinen	pullo	luonnonkorkki	13,0	5,4	5				80	vakiovalikoima
008361	Casal Garcia	Aveleda, DOC Vinho Verde	0,75	8,48	11,17		130	valkoviinit			Portugali			Aveleda, DOC Vinho Verde		Loureiro, Trajadura, Pedernã, Azal	Puolikuiva , hapokas, pirskahteleva, vihreän omenainen, hennon karviaismainen	pullo	metallinen kierrekapseli	9,5	6,5	11				70	vakiovalikoima
595077	Ciconia Antão Vaz Roupeiro 2014	Casa Agricola Alexandre Relvas, Vinho Regional Alentejano	0,75	7,98	10,51		130	valkoviinit			Portugali		2014	Casa Agricola Alexandre Relvas, Vinho Regional Alentejano		Antão Vaz, Roupeiro	Kuiva , hapokas, sitruksinen, päärynäinen, hennon yrttinen	pullo	metallinen kierrekapseli	12,5	5,8					80	vakiovalikoima
007196	Gatão	Sociedade dos Vinhos Borges, DOC Vinho Verde	0,75	7,98	10,51		130	valkoviinit			Portugali			Sociedade dos Vinhos Borges, DOC Vinho Verde		Trajadura, Avesso, Azal, Pedernã, Loureiro	Puolikuiva , hapokas, sitruksinen, omenainen, kevyen yrttinen, hennon olkinen. pirskahteleva.	pullo	metallinen kierrekapseli	8,5	6,6	14				60	vakiovalikoima
543877	Gazela	Sogrape Vinhos, DOC Vinho Verde	0,75	7,98	10,51		130	valkoviinit			Portugali			Sogrape Vinhos, DOC Vinho Verde		Loureiro, Trajadura, Azal, Pedernã	Puolikuiva , hapokas, pirskahteleva, vihreän omenainen, sitruksinen	pullo	metallinen kierrekapseli	9,0	5,6	12				60	vakiovalikoima
548637	Herdade do Esporão Verdelho 2014	Esporão, Vinho Regional Alentejano	0,75	12,89	17,05		130	valkoviinit			Portugali		2014	Esporão, Vinho Regional Alentejano		Verdelho	Kuiva , hapokas, kypsän sitruksinen, viherherukkainen, kevyen aprikoosinen, mineraalinen, yrttinen	pullo	metallinen kierrekapseli	13,5	5,4					80	vakiovalikoima
561147	Morgadio da Torre Alvarinho Vinho Verde 2014	Sogrape Vinhos, DOC Vinho Verde	0,75	14,90	19,73		130	valkoviinit			Portugali		2014	Sogrape Vinhos, DOC Vinho Verde		Alvarinho	Kuiva , hapokas, kypsän sitruksinen, keltaluumuinen, kevyen päärynäinen, mineraalinen, runsas	pullo	luonnonkorkki	12,5	6,6					80	vakiovalikoima
528567	Pato Frio Selecção 2014	Ribafreixo, DOC Alentejo	0,75	9,94	13,12		130	valkoviinit			Portugali		2014	Ribafreixo, DOC Alentejo		Antão Vaz, Arinto, Síria	Kuiva , hapokas, sitruksinen, kevyen päärynäinen, hennon yrttinen	pullo	metallinen kierrekapseli	13,0	6,8					80	vakiovalikoima
583267	Tiroliro Vinho Verde 2015	Casa de Vila Verde, DOC Vinho Verde	0,75	8,48	11,17	uutuus	130	valkoviinit			Portugali		2015	Casa de Vila Verde, DOC Vinho Verde		Arinto, Loureiro, Trajadura, Avesso	Kuiva , hapokas, päärynäinen, sitruksinen, kevyen viheromenainen, hennon yrttinen	pullo	metallinen kierrekapseli	10,5	7,5	8				70	vakiovalikoima
552227	Vinha do Rosario 2015	Casa Ermelinda Freitas, Vinho Regional Península de Setúbal	0,75	7,98	10,51		130	valkoviinit			Portugali		2015	Casa Ermelinda Freitas, Vinho Regional Península de Setúbal		Arinto, Fernão Pires, Moscatel de Setúbal, Antão Vaz	Puolikuiva , keskihapokas, hunajameloninen, päärynäinen, hennon mausteinen	pullo	metallinen kierrekapseli	12,0	4,2	7				80	vakiovalikoima
008121	André Stentz Riesling 2014	André Stentz, AC Alsace	0,75	18,90	25,07		130	valkoviinit	luomu		Ranska	Alsace	2014	André Stentz, AC Alsace		Riesling	Kuiva , hapokas, kypsän sitruksinen, aprikoosinen, omenainen, hennon kukkainen, kevyen mausteinen	pullo	synteettinen korkki	13,0	7,4	8				80	vakiovalikoima
546113	Cuvée René Dopff Riesling 2013	Dopff & Irion, AC Alsace	0,25	5,59	21,96		130	valkoviinit			Ranska	Alsace	2013	Dopff & Irion, AC Alsace		Riesling	Puolikuiva , erittäin hapokas, sitruksinen, limettinen, kevyen mineraalinen, hennon petrolinen	pullo	metallinen kierrekapseli	12,0	8,3	10				80	vakiovalikoima
007363	Domaine Zinck Riesling Prestige 2015	Philippe Zinck, AC Alsace	0,75	13,48	17,84		130	valkoviinit			Ranska	Alsace	2015	Philippe Zinck, AC Alsace		Riesling	Puolikuiva , hapokas, kypsän sitruksinen, keltaluumuinen, kevyen päärynäinen, hennon mineraalinen	pullo	metallinen kierrekapseli	12,5	6,6	9				80	vakiovalikoima
